;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
area;Geographic area;White;"Black or
African
American";"American
Indian
and
Alaska
Native";Asian;"Native
Hawaiian
and Other
Pacific
Islander";"Some
Other
Race";"Two or
More Races1";"Hispanic
or Latino";"Not
Hispanic
or Latino";"Non-
Hispanic
White
alone"
36860;Ottawa-Streator, IL;95,74;1,13;0,27;1,14;0,02;0,60;1,10;1,61;98,39;94,91
36900;Ottumwa, IA;93,56;1,57;0,25;0,65;0,01;2,56;1,40;7,80;92,20;88,87
36940;Owatonna, MN;92,08;1,35;0,49;0,71;0,13;3,68;1,55;9,08;90,92;87,46
37020;Owosso, MI;93,06;2,77;0,24;0,77;0,02;1,75;1,39;6,24;93,76;88,98
37060;Oxford, MS;96,70;0,46;0,50;0,36;0,04;0,49;1,45;2,40;97,60;95,18
37140;Paducah, KY-IL;71,75;23,66;0,26;2,12;0,05;1,13;1,04;2,27;97,73;70,83
37220;Pahrump, NV;88,01;8,49;0,26;0,61;0,02;0,61;2,00;1,91;98,09;86,97
37260;Palatka, FL;85,91;1,99;1,60;1,30;0,48;5,17;3,55;13,58;86,42;78,88
37300;Palestine, TX;77,28;16,18;0,48;0,61;0,07;3,64;1,74;9,02;90,98;72,59
37420;Pampa, TX;66,09;21,06;0,44;0,50;0,04;10,18;1,70;15,89;84,11;61,23
37500;Paragould, AR;81,97;4,68;0,87;0,40;0,00;9,68;2,40;23,18;76,82;69,92
37540;Paris, TN;96,41;0,55;0,50;0,26;0,02;0,93;1,34;2,14;97,86;95,43
37580;Paris, TX;89,16;8,04;0,31;0,29;0,02;0,58;1,60;1,71;98,29;88,22
37660;Parsons, KS;79,31;13,46;1,41;0,62;0,02;2,49;2,69;6,47;93,53;76,10
37740;Payson, AZ;88,05;4,67;2,16;0,36;0,02;0,71;4,04;4,05;95,95;85,47
37780;Pecos, TX;76,80;0,43;14,83;0,51;0,09;5,35;2,00;17,89;82,11;65,86
37800;Pella, IA;77,23;5,01;0,46;0,86;0,04;14,85;1,54;74,24;25,76;19,52
37820;Pendleton-Hermiston, OR;96,68;0,68;0,18;1,14;0,02;0,27;1,04;1,59;98,41;95,57
37940;Peru, IN;78,88;0,80;3,22;0,88;0,13;13,07;3,02;24,81;75,19;68,81
38020;Phoenix Lake-Cedar Ridge, CA;91,80;4,53;0,91;0,35;0,02;0,61;1,78;2,46;97,54;90,26
38100;Picayune, MS;87,19;2,06;1,88;1,03;0,14;4,04;3,65;10,69;89,31;81,87
38180;Pierre, SD;84,04;12,31;0,56;0,41;0,06;0,88;1,74;2,93;97,07;82,23
38200;Pierre Part, LA;86,37;0,47;9,88;0,48;0,01;0,44;2,37;1,64;98,36;85,69
38260;Pittsburg, KS;66,76;30,49;0,57;0,25;0,05;0,99;0,89;2,13;97,87;65,93
38380;Plainview, TX;91,19;2,01;0,90;1,22;0,20;1,87;2,62;4,50;95,50;89,03
38420;Platteville, WI;70,77;5,31;0,96;0,39;0,06;19,57;2,94;55,88;44,12;37,62
38460;Plattsburgh, NY;96,97;1,15;0,20;0,61;0,01;0,43;0,63;1,27;98,73;96,27
38500;Plymouth, IN;92,53;3,91;0,35;1,09;0,02;0,66;1,44;2,50;97,50;91,12
38580;Point Pleasant, WV-OH;93,52;0,47;0,25;0,46;0,01;3,77;1,53;8,44;91,56;89,47
38620;Ponca City, OK;96,14;1,69;0,27;0,39;0,02;0,18;1,30;0,68;99,32;95,73
38700;Pontiac, IL;80,18;2,07;9,63;0,50;0,03;2,56;5,03;6,43;93,57;77,56
38740;Poplar Bluff, MO;91,79;4,92;0,17;0,51;0,00;1,33;1,28;3,93;96,07;89,61
38780;Portales, NM;90,81;5,27;0,55;0,66;0,04;0,52;2,16;1,56;98,44;89,98
38820;Port Angeles, WA;76,85;1,83;1,27;0,88;0,03;15,94;3,19;39,87;60,13;55,54
39020;Portsmouth, OH;86,96;0,83;5,08;1,41;0,13;1,78;3,80;5,08;94,92;84,59
39060;Pottsville, PA;94,40;2,68;0,55;0,31;0,01;0,33;1,72;1,12;98,88;93,75
39220;Price, UT;94,42;2,68;0,14;0,48;0,02;1,27;1,00;2,75;97,25;93,23
39260;Prineville, OR;92,31;0,43;1,18;0,58;0,11;3,03;2,36;12,42;87,58;84,13
39420;Pullman, WA;92,67;0,17;1,44;0,46;0,05;3,19;2,01;6,97;93,03;89,42
39500;Quincy, IL-MO;84,57;1,67;0,69;7,75;0,23;1,45;3,64;4,56;95,44;82,10
39700;Raymondville, TX;93,78;3,43;0,18;0,60;0,02;0,38;1,60;1,21;98,79;93,07
39780;Red Bluff, CA;85,82;2,14;0,28;0,63;0,03;9,25;1,84;87,18;12,82;10,10
39860;Red Wing, MN;81,50;0,64;2,59;1,03;0,12;9,86;4,26;21,91;78,09;71,86
39940;Rexburg, ID;94,59;0,96;1,15;0,59;0,04;1,11;1,56;2,91;97,09;93,17
39980;Richmond, IN;92,74;0,45;0,38;0,75;0,13;4,07;1,48;7,70;92,30;89,59
40080;Richmond-Berea, KY;90,17;4,96;0,25;0,76;0,07;1,14;2,65;2,62;97,38;88,98
40100;Rio Grande City-Roma, TX;92,73;3,63;0,30;0,77;0,03;0,72;1,81;1,92;98,08;91,73
40180;Riverton, WY;96,09;0,11;0,13;0,22;0,00;2,97;0,48;95,68;4,32;4,02
40260;Roanoke Rapids, NC;74,30;0,25;21,18;0,39;0,02;1,03;2,82;5,64;94,36;71,47
40300;Rochelle, IL;39,79;54,70;2,83;0,52;0,03;0,99;1,14;1,90;98,10;39,28
40460;Rockingham, NC;93,21;0,90;0,21;0,47;0,03;3,77;1,42;8,86;91,14;88,65
40500;Rockland, ME;60,19;30,59;2,52;0,92;0,06;3,65;2,08;5,88;94,12;58,68
40540;Rock Springs, WY;97,09;0,50;0,35;0,46;0,01;0,19;1,39;0,85;99,15;96,48
40620;Rolla, MO;88,45;1,00;0,97;0,77;0,10;6,39;2,33;15,27;84,73;80,88
40700;Roseburg, OR;91,70;2,23;0,56;2,91;0,07;0,37;2,15;2,04;97,96;90,34
40740;Roswell, NM;92,39;0,29;1,81;0,97;0,11;1,19;3,24;4,70;95,30;89,48
40760;Ruidoso, NM;70,86;2,02;1,24;0,63;0,08;21,93;3,24;52,01;47,99;43,87
40780;Russellville, AR;85,08;0,47;2,39;0,37;0,05;9,17;2,48;29,81;70,19;66,35
40820;Ruston, LA;88,75;2,49;0,74;1,06;0,04;4,82;2,09;10,00;90,00;84,21
40860;Rutland, VT;58,50;37,74;0,25;1,30;0,06;1,05;1,10;2,22;97,78;57,61
40940;Safford, AZ;97,06;0,54;0,24;0,60;0,02;0,24;1,30;1,10;98,90;96,31
41220;St. Marys, GA;73,02;1,69;12,20;0,54;0,12;9,42;3,00;33,64;66,36;51,55
41260;St. Marys, PA;74,35;19,40;0,51;1,43;0,15;1,12;3,03;5,13;94,87;71,22
41460;Salina, KS;98,51;0,28;0,11;0,30;0,02;0,13;0,66;0,57;99,43;98,12
41580;Salisbury, NC;88,47;3,02;0,52;1,89;0,04;3,16;2,90;8,95;91,05;83,47
41820;Sanford, NC;76,52;16,18;0,34;1,00;0,04;4,33;1,60;7,69;92,31;73,67
42300;Sault Ste. Marie, MI;66,86;19,99;0,70;0,85;0,03;9,13;2,44;18,28;81,72;59,31
42380;Sayre, PA;72,27;6,51;15,75;0,60;0,06;0,17;4,64;1,25;98,75;71,50
42420;Scottsbluff, NE;97,47;0,50;0,25;0,54;0,01;0,21;1,03;1,12;98,88;96,75
42460;Scottsboro, AL;87,54;0,54;2,08;0,58;0,05;7,28;1,93;20,74;79,26;75,91
42500;Scottsburg, IN;90,83;3,35;1,35;0,35;0,09;1,44;2,59;2,52;97,48;90,06
42580;Seaford, DE;97,87;0,24;0,19;0,45;0,06;0,46;0,74;1,46;98,54;97,06
42620;Searcy, AR;78,96;12,74;0,79;0,99;0,08;4,14;2,30;8,60;91,40;75,59
42700;Sebring, FL;91,37;3,99;0,58;0,54;0,05;1,63;1,83;3,74;96,26;89,56
42740;Sedalia, MO;80,95;9,38;0,48;1,46;0,05;5,47;2,22;17,37;82,63;70,66
42780;Selinsgrove, PA;89,66;3,00;0,42;0,60;0,07;4,00;2,25;7,22;92,78;86,97
42820;Selma, AL;96,91;1,08;0,13;0,54;0,02;0,50;0,82;1,65;98,35;96,03
42860;Seneca, SC;29,14;69,43;0,19;0,34;0,03;0,19;0,68;0,71;99,29;28,93
42900;Seneca Falls, NY;87,75;7,56;0,24;0,59;0,01;2,27;1,58;4,51;95,49;85,91
42940;Sevierville, TN;92,45;4,56;0,30;0,69;0,01;0,68;1,31;2,70;97,30;90,77
42980;Seymour, IN;93,69;0,79;0,38;0,86;0,02;2,91;1,34;5,33;94,67;91,64
43060;Shawnee, OK;94,50;0,67;0,21;0,85;0,06;2,40;1,31;5,69;94,31;91,62
43140;Shelby, NC;76,28;2,90;12,90;0,55;0,06;0,98;6,32;4,14;95,86;74,37
43180;Shelbyville, TN;75,58;20,73;0,24;0,77;0,02;1,15;1,51;2,81;97,19;74,22
43220;Shelton, WA;81,78;7,91;0,37;0,78;0,10;6,99;2,07;11,28;88,72;78,54
43260;Sheridan, WY;86,13;1,09;3,69;1,20;0,37;3,38;4,14;7,98;92,02;82,95
43320;Show Low, AZ;95,42;0,37;1,23;0,66;0,08;0,72;1,52;3,48;96,52;93,14
43380;Sidney, OH;49,30;0,87;43,38;0,54;0,07;3,37;2,46;10,77;89,23;43,91
43420;Sierra Vista-Douglas, AZ;94,68;1,89;0,16;0,86;0,10;0,46;1,86;1,34;98,66;93,93
43460;Sikeston, MO;78,48;4,16;1,21;1,92;0,32;9,89;4,02;32,39;67,61;58,48
43500;Silver City, NM;85,75;11,40;0,21;0,34;0,03;0,65;1,62;1,80;98,20;84,86
43540;Silverthorne, CO;84,90;0,86;1,36;0,42;0,07;9,61;2,77;48,29;51,71;48,64
43660;Snyder, TX;89,67;0,82;0,31;0,99;0,07;6,58;1,55;14,25;85,75;82,72
43700;Somerset, KY;78,75;4,72;0,63;0,35;0,02;13,28;2,25;36,34;63,66;57,76
43740;Somerset, PA;96,13;1,15;0,23;0,46;0,03;0,88;1,12;2,09;97,91;95,05
43860;Southern Pines-Pinehurst, NC;95,96;2,40;0,11;0,31;0,02;0,60;0,60;1,08;98,92;95,53
43940;Spearfish, SD;80,36;13,42;0,83;0,85;0,07;2,75;1,72;5,96;94,04;77,61
43980;Spencer, IA;94,40;0,38;2,03;0,66;0,02;0,49;2,02;2,54;97,46;92,75
44020;Spirit Lake, IA;96,46;0,41;0,23;0,59;0,01;1,18;1,12;2,86;97,14;95,06
44260;Starkville, MS;98,31;0,17;0,08;0,43;0,03;0,22;0,75;1,07;98,93;97,53
44340;Statesboro, GA;59,21;36,57;0,19;2,42;0,03;0,39;1,19;1,43;98,57;58,37
44380;Statesville-Mooresville, NC;67,24;27,64;0,26;1,45;0,09;1,66;1,65;3,47;96,53;65,87
44420;Staunton-Waynesboro, VA;80,69;11,95;0,34;1,83;0,03;3,35;1,81;6,80;93,20;77,84
44500;Stephenville, TX;89,45;6,79;0,22;0,60;0,02;1,11;1,81;2,85;97,15;88,01
44540;Sterling, CO;85,62;1,19;0,77;0,68;0,03;10,02;1,69;19,21;80,79;77,55
44580;Sterling, IL;89,01;3,96;1,16;0,56;0,07;3,72;1,52;15,64;84,36;78,18
44620;Stevens Point, WI;92,18;1,34;0,29;0,47;0,02;3,49;2,21;11,03;88,97;85,92
44660;Stillwater, OK;94,23;0,55;0,38;2,81;0,02;0,78;1,23;2,65;97,35;92,68
44740;Storm Lake, IA;81,90;3,64;4,69;3,48;0,05;1,06;5,18;3,87;96,13;79,71
44780;Sturgis, MI;80,66;2,67;0,25;5,63;0,49;8,53;1,77;22,74;77,26;67,90
44860;Sulphur Springs, TX;90,58;2,61;0,46;0,68;0,00;3,48;2,19;6,58;93,42;87,98
44900;Summerville, GA;81,47;7,06;0,60;0,50;0,07;8,29;2,01;15,27;84,73;75,37
44980;Sunbury, PA;83,91;11,14;0,26;0,42;0,10;2,58;1,59;4,01;95,99;82,99
45000;Susanville, CA;95,37;2,03;0,15;0,35;0,01;1,03;1,05;2,38;97,62;94,33
45020;Sweetwater, TX;73,17;8,12;3,54;1,02;0,47;10,21;3,47;17,53;82,47;66,69
45140;Tahlequah, OK;83,65;4,70;0,62;0,44;0,00;8,33;2,26;33,54;66,46;60,40
45180;Talladega-Sylacauga, AL;52,28;1,27;34,02;0,58;0,03;2,66;9,15;6,28;93,72;50,21
45260;Tallulah, LA;65,30;31,66;0,32;0,41;0,01;0,96;1,34;2,03;97,97;64,50
45340;Taos, NM;37,20;61,04;0,20;0,22;0,00;0,43;0,92;1,55;98,45;36,35
45380;Taylorville, IL;68,73;0,43;6,17;0,66;0,03;19,12;4,85;55,81;44,19;36,31
45520;The Dalles, OR;96,58;1,42;0,15;0,48;0,02;0,42;0,93;1,35;98,65;95,78
45540;The Villages, FL;86,07;0,42;4,43;0,76;0,58;5,20;2,55;14,85;85,15;77,56
45580;Thomaston, GA;86,59;9,66;0,38;0,66;0,04;1,54;1,12;5,98;94,02;82,79
45620;Thomasville, GA;68,84;27,95;0,28;0,47;0,03;1,19;1,23;2,17;97,83;68,21
45640;Thomasville-Lexington, NC;59,58;36,89;0,44;0,70;0,02;1,16;1,22;2,85;97,15;58,32
45660;Tiffin, OH;84,33;8,85;0,49;1,22;0,02;3,60;1,48;6,39;93,61;81,95
45700;Tifton, GA;93,72;2,30;0,19;0,57;0,02;1,32;1,88;4,45;95,55;91,18
45740;Toccoa, GA;61,43;28,96;0,21;1,28;0,02;6,54;1,57;10,06;89,94;58,71
45860;Torrington, CT;85,14;10,87;0,29;0,68;0,06;0,98;1,98;2,42;97,58;84,07
45900;Traverse City, MI;93,86;1,35;0,21;1,53;0,02;1,43;1,60;4,49;95,51;91,30
45980;Troy, AL;94,85;0,85;1,52;0,54;0,03;0,57;1,63;2,22;97,78;93,53
46020;Truckee-Grass Valley, CA;58,19;36,64;0,58;1,99;0,07;1,04;1,49;2,22;97,78;57,41
46100;Tullahoma, TN;91,36;0,39;1,06;1,20;0,11;2,71;3,16;8,54;91,46;86,55
46180;Tupelo, MS;91,70;4,09;0,33;0,78;0,05;1,33;1,74;3,10;96,90;90,23
46260;Tuskegee, AL;75,66;20,65;0,18;0,46;0,03;1,86;1,16;3,04;96,96;74,76
46300;Twin Falls, ID;15,47;82,64;0,14;0,35;0,01;0,32;1,06;1,08;98,92;15,23
46380;Ukiah, CA;86,94;0,41;0,91;1,00;0,10;8,39;2,24;17,57;82,43;79,11
46420;Union, SC;76,52;0,71;4,87;1,65;0,14;11,59;4,52;22,20;77,80;68,59
46460;Union City, TN-KY;66,59;31,30;0,23;0,27;0,04;0,32;1,24;0,97;99,03;66,11
46500;Urbana, OH;83,72;12,88;0,19;0,32;0,04;1,58;1,27;2,72;97,28;82,76
46620;Uvalde, TX;94,74;2,22;0,36;0,38;0,03;0,37;1,90;1,12;98,88;94,13
46740;Valley, AL;78,13;0,64;0,55;0,51;0,02;17,17;2,97;69,30;30,70;29,03
46780;Van Wert, OH;58,78;38,75;0,20;0,49;0,03;0,63;1,13;1,57;98,43;58,14
46820;Vermillion, SD;96,58;0,87;0,15;0,23;0,01;0,78;1,38;2,57;97,43;95,15
46860;Vernal, UT;91,15;1,33;3,09;1,67;0,03;0,45;2,26;2,00;98,00;90,05
46900;Vernon, TX;86,63;0,37;7,70;0,51;0,23;2,23;2,33;7,15;92,85;82,85
46980;Vicksburg, MS;78,20;8,02;1,07;0,72;0,04;9,39;2,54;25,92;74,08;63,43
47080;Vidalia, GA;50,33;46,99;0,26;0,85;0,02;0,67;0,87;1,84;98,16;49,50
47180;Vincennes, IN;66,08;25,21;0,22;0,62;0,04;6,39;1,43;9,73;90,27;63,37
47340;Wabash, IN;94,89;2,62;0,19;0,56;0,03;0,48;1,23;1,53;98,47;94,05
47420;Wahpeton, ND-MN;96,58;0,50;0,66;0,42;0,02;0,71;1,12;2,12;97,88;95,38
47460;Walla Walla, WA;95,59;0,55;1,72;0,46;0,04;0,41;1,23;1,75;98,25;94,53
47500;Walterboro, SC;84,47;1,84;1,03;1,29;0,28;7,98;3,11;19,72;80,28;74,18
47540;Wapakoneta, OH;57,01;39,03;0,83;0,32;0,02;1,28;1,51;2,81;97,19;55,89
47620;Warren, PA;97,85;0,29;0,18;0,37;0,03;0,34;0,93;1,18;98,82;97,12
47660;Warrensburg, MO;98,13;0,36;0,19;0,38;0,03;0,13;0,80;0,73;99,27;97,64
47700;Warsaw, IN;90,02;4,33;0,53;1,52;0,24;0,76;2,60;3,06;96,94;88,16
47780;Washington, IN;93,32;0,74;0,30;0,84;0,02;3,40;1,38;7,28;92,72;89,88
47820;Washington, NC;95,04;0,54;0,22;0,51;0,03;2,58;1,08;4,15;95,85;93,83
47920;Washington Court House, OH;68,16;25,59;0,44;0,35;0,04;4,16;1,27;6,63;93,37;66,39
47980;Watertown, SD;94,63;2,02;0,23;0,54;0,03;0,82;1,74;1,79;98,21;93,79
48020;Watertown-Fort Atkinson, WI;95,55;0,31;1,69;0,41;0,00;0,83;1,20;1,76;98,24;94,90
48060;Watertown-Fort Drum, NY;93,96;0,81;0,31;0,67;0,02;2,96;1,27;6,64;93,36;90,70
48100;Wauchula, FL;88,66;5,06;0,50;1,31;0,26;1,44;2,78;5,29;94,71;85,76
48180;Waycross, GA;72,17;6,98;0,62;1,07;0,04;17,14;1,97;42,89;57,11;48,01
48220;Weatherford, OK;73,35;22,49;0,36;0,61;0,05;1,69;1,44;3,80;96,20;71,62
48460;West Plains, MO;78,11;3,03;6,34;1,01;0,04;7,58;3,90;13,94;86,06;73,42
48500;West Point, MS;96,29;0,39;0,67;0,49;0,03;0,50;1,63;1,73;98,27;95,29
48580;Whitewater, WI;40,47;58,24;0,13;0,22;0,01;0,35;0,58;0,96;99,04;40,11
48740;Willimantic, CT;91,89;0,96;0,30;0,83;0,04;4,50;1,48;10,35;89,65;86,76
48780;Williston, ND;89,59;2,21;0,47;1,17;0,04;4,22;2,29;9,58;90,42;85,40
48820;Willmar, MN;92,15;0,28;4,01;0,35;0,02;0,31;2,88;1,95;98,05;90,92
48940;Wilmington, OH;92,82;2,33;0,31;0,41;0,04;2,89;1,20;11,15;88,85;85,14
48980;Wilson, NC;94,68;2,22;0,23;0,51;0,04;0,47;1,85;1,33;98,67;93,95
49060;Winfield, KS;51,98;39,01;0,29;0,82;0,03;6,31;1,57;9,51;90,49;49,43
49100;Winona, MN;86,25;2,77;1,99;1,61;0,05;3,89;3,44;9,07;90,93;82,16
49260;Woodward, OK;94,39;1,26;0,26;2,14;0,00;0,78;1,17;2,42;97,58;92,94
49300;Wooster, OH;86,74;1,58;2,80;0,57;0,04;5,62;2,64;10,60;89,40;82,82
49380;Worthington, MN;95,65;1,49;0,16;0,76;0,02;0,50;1,41;1,57;98,43;94,70
49460;Yankton, SD;75,81;3,48;0,52;5,46;0,05;12,84;1,84;22,55;77,45;67,20
49540;Yazoo City, MS;92,83;1,52;2,55;0,52;0,03;1,12;1,44;2,74;97,26;91,64
49780;Zanesville, OH;39,95;57,06;0,29;0,45;0,01;0,71;1,54;4,64;95,36;37,33
;;92,97;3,78;0,22;0,33;0,02;0,23;2,45;0,76;99,24;92,48
;;84,79;8,20;2,62;0,46;0,04;2,23;1,66;5,91;94,09;81,63
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
